,Close_Time,Open,Close,High,Low,bb_u,bb_l,rsi,slowk,slowd,position,entry_p,stop_loss,size,exit_p,amt
15,2022-08-31 07:59:59.999000064,1551.79,1524.59,1606.13,1473.61,1997.4890217406085,1409.797644926058,42.939351245789496,19.076951707453237,14.562218332185166,Buy,1551.8,1422.08,1.0,,1551.8
16,2022-09-19 07:59:59.999000064,1468.82,1334.51,1469.63,1325.55,1783.4562290212739,1385.2397709787256,34.96117690526616,1.933326140899781,8.614436136184636,Stop,,,-1.0,1422.08,-1422.08
17,2022-09-21 07:59:59.999000064,1375.98,1322.93,1384.78,1312.71,1798.6930870351307,1336.985579631536,35.71030712215929,8.434184675834983,9.741364116383757,Buy,1375.98,1280.0,1.0,,1375.98
18,2022-09-22 07:59:59.999000064,1322.94,1245.78,1408.9,1220.0,1812.2209053976526,1298.1990946023475,32.588852128466925,4.530755711775039,10.607173973342176,Stop,,,-1.0,1280.0,-1280.0
19,2022-09-28 07:59:59.999000064,1336.17,1328.02,1400.0,1303.75,1806.4727668592345,1203.052566474099,40.10361273219981,24.820772058823522,19.856403013631642,Buy,1336.17,1277.85,1.0,,1336.17
20,2022-09-30 07:59:59.999000064,1337.2,1335.7,1352.02,1288.52,1803.5830491198606,1179.0429508801392,40.84149920087075,43.933928232390386,31.894949116679147,Buy,1337.2,1253.2,1.0,,1337.2
21,2022-10-05 07:59:59.999000064,1323.1,1361.49,1369.55,1318.66,1775.6079181371601,1123.648748529507,45.948628507120866,74.90206458443618,53.16746073760364,Buy,1323.09,1263.04,1.0,,1323.09
22,2022-10-18 07:59:59.999000064,1305.96,1331.4,1338.57,1295.64,1373.0732295583482,1261.4427704416519,48.16428322893777,72.8903551729471,58.81230991288214,Buy,1305.95,1274.67,1.0,,1305.95
23,2022-10-23 07:59:59.999000064,1299.76,1313.61,1320.2,1294.32,1360.451502569761,1266.4691640969054,47.24992956706195,80.72753396029256,68.76715049911857,Buy,1299.75,1252.65,1.0,,1299.75
24,2022-10-27 07:59:59.999000064,1459.74,1566.1,1594.99,1457.44,1442.5781678582548,1214.9071654750783,72.1076834637532,92.86649053063037,85.98591834632184,Sell,,,-5.0,1566.1,-7830.5
25,2022-11-16 07:59:59.999000064,1243.29,1253.23,1291.0,1234.01,1716.3372752518342,1113.3433914148325,41.51435143686654,29.63048460764754,27.33908244980516,Buy,1243.28,1171.13,1.0,,1243.28
26,2022-11-21 07:59:59.999000064,1217.67,1142.21,1227.07,1132.65,1733.5266531817729,1061.4566801515602,35.837790677847764,12.849151559372148,20.589910348452147,Stop,,,-1.0,1171.13,-1171.13
27,2022-12-01 07:59:59.999000064,1216.49,1294.46,1309.77,1212.5,1624.2111457016636,971.7248542983365,53.4392904342119,93.47872385739237,69.8283534283181,Buy,1216.49,1158.27,1.0,,1216.49
28,2022-12-22 07:59:59.999000064,1216.95,1213.78,1223.39,1203.02,1330.4342626447094,1138.731070688624,46.44399904461027,31.28925374610552,24.233882267609573,Buy,1216.94,1163.12,1.0,,1216.94
29,2022-12-24 07:59:59.999000064,1217.72,1219.99,1231.99,1210.0,1325.8871254789158,1150.8502078544172,47.30400551126222,34.360318480787306,32.960783344048274,Buy,1217.71,1182.54,1.0,,1217.71
30,2023-01-11 07:59:59.999000064,1320.4,1335.62,1347.69,1316.8,1325.776863156292,1142.5638035103746,69.11266103966506,92.75640640940998,90.90352923409448,Sell,,,-3.0,1335.62,-4006.86
